text,label
"Сет был бы более приятным, если бы не огромное количество майонеза в шапочке на запеченных роллах. Соус забрал весь вкус и было ощущение, что ешь тарелку с майонезом:(",Мало начинки
"сидел больше часа, доставка задержалась на 15 минут. За такую цену того не стоит","Задержка, Невкусно"
"Сказали до 2 часов привезут, но везсли почти 2:30 часа",Задержка
"Слишком долгая доставка, вкус на 3/5","Долгая доставка, Невкусно"
"слишком долго готовилось, за баллы роллы на вкус не очень","Долгая доставка, Невкусно"
"слишком долго ждал.
оставалось еще 8 минут, но явно доставка за это время не успела бы",Задержка
"Слишком долго ждали заказ, на вкус вообще ничего не чувствуется, вкуса просто нету, безвкусный сет. Очень расстроена.","Долгая доставка, безвкусно"
Слишком долго заказ так и не дождался,Не доставлен
Служба доставки полный отстой.👎,Долгая доставка
"сначала привезли все без вопросов,но потом ещё раз взяли плату(вернули),а потом оказалось ещё и заказ не в полном объеме","Дважды взяли д/с, Не довезли"
"сносная еда, но именно на троечку. без малого две т, в другом месте нашла бы за эти деньги лучшее, но ночью кроме вас и шашлыка-машлыка ничего нет, а шашлыков я наелась уже. и очень долго ждать, курьер опоздал, скорее всего, не его вина, но орг. момент никто не отменял.","Задержка, Невкусно"
"совершенно не вкусно, пицца на 4ку , роллы  ужасны , как будто школьники делали","Невкусно, низкое качество"
"совершенно не вкусно. рис слипшийся. везли 2.5 часа при обещаных 1.5-2. Причём в чеке написано,что время доставки на час раньше, чем привезли. естественно всё холодное","Невкусно, слипшееся, Долгая доставка, Холодные блюда"
"Совершенно не вкусный набор. Одни огурцы везде. Брали тут первый раз и больше не будем. Сами суши аккуратные, сырная шапочка подогрела. Рис рыхлый, суши половина разваливались.

Дополню, решил пройтись по составу роллов, так как осталось по одной штуке на утро:
Нежный краб - отсутствует совсем томаго
Горячая Ципа - отсутствует омлет

Так же хотелось сказать о качестве связи при проверке заказа, было очень тяжело разобрать что мне говорили. Проверьте оборудование.

Стоимость в 1300 руб за рис, сыр и огурцы - считаю не очень справедливо. Думаю стоит поменять состав набора, иначе его будут брать на компанию и всей компанией потом оставлять негативные отзывы.","Невкусно, Горелое, разваленое, несоответствие состава, Низкое качество обслуживания"
Совершенно сырое мясо! Бургер не съедобен. Ждали 2.5 часов еду на выброс.,"Сырое, Невкусно, Долгая доставка"
"Совершил ошибку когда сделал заказ не почта отзывы. просто плевали на клиентов и сервис чибис,  не берут трубку, даже сервис забыоты не в силах что-то сделать, звонишь сам туда слушаешь автоответчик а они не берут даже трубку, а оно мне надо?. Сделать 2 бутерброда и провезти километр по городу это что-то нереальное видимо. жду возврата средств. ПОЗОР!","Не доставлен, Нет обратной связи"
"Совсем все не вкусно, рис липкий, в луковых кольцах одно тесто. Заказывать больше не буду.","Липкое, Невкусно, Мало начинки"
"Совсем не вкусно стали готовить. Начинки нет. Рис, сыр, огурцы и помидоры. Даже не съели...все сказали, что не вкусно.","Мало начинки, Невкусно"
совсем не перфекто)) в цезаре гнилых листьев салата положили и залили всё майонезным соусом - выбросили.,Несвежие блюда
солянка ну очень кислючая,Кисло
"Соус смешной. Положили по чайной ложке, такого количества ещё ни в одной доставке не было...",Мало начинки
"Спагетти старые, есть невозможно",Несвежие блюда
Спасибо за «уху» состоящую из лука и воды! Скажите куда выслать видео с распаковкой?!И вок с морепродуктами «в котором только мидии»,Мало начинки
"спасибо за горелую пиццу, с кислым тестом😍и за тухлые обветренные роллы
люблю ⭐️😍","Горелое, Кисло, Несвежие блюда"
"Спасибо конечно, но можно лаваш без плесени?",Несвежие блюда
"Старое мясо достали и разогрели,отвратительное ,соус вообще не понятный ,это худший шашлык в городе ,постоянно заказываю в разных местах,но чтобы такое мясо было,это жесть","Несвежие блюда, Невкусно"
"стоимость завышена для такого…. была мягко говоря в полном шоке) всю свою жизнь я пользуюсь доставка и сама не готовлю вообще, заказала, а тут такое…
в роллах один рис😹 и больше НИЧЕГ🥰","Мало начинки, Невкусно"
стрипсы и курица сильно жирные и не солёные,"Жирно, Недосолено"
судак оказался совершенно пресным,Пресно
"Судак пересолен ужасно, такое чувство, что его искупали в соли. А в холодный борщ навалена свёкла горой 🙁 первый раз такая безобразная еда.","Прересолено, Невкусно"
"суп вкусный, но на такую тарелку 2 креветки это мало жа и риса тоже..свинина жёсткая как подошва.роллы вообще сухие и разваливаются..особенно который был за баллы. вообще сухой нехватает в ролле соуса или сыра...
вообщем коллектив не в восторге остальное все нормально..","Мало начинки, Жесткое, сухо, разваливается"
"суп разлился, но не критично. когда достали роллы - сильно воняло рыбой. не особо понравилось","Нарушение целостности упаковки, Плохой запах, Невкусно"
"Суп с лапшой был очень жирный, там масло прямо плавало, котлеты деревянные и пюре будто бы быстрого приготовления, не понравилось(","Жирно, Жесткое, Невкусно"
"Суп с морской капустой вместо нори это конечно мрак. Как и любой человек покупая базовые позиции которые все доставки города готовят одинаково, обычно не читаю состав. но ваш прям удивил! Суши тоже слабенькие, на вкус лишь рисовая каша. Радует лишь то что я был безумно голоден, накормили, за это спасибо!)",Невкусно
"Супа были уже почти холодными и не вкусными. Рис к Том-яму подается отдельно и лайм тоже. Иначе рис будет разваренный, впрочем как вышло у меня в заказе. Огурцы в роллах перемороженные.","Холодные блюда, Невкусно"
"Супер тонкая пицца, начинка далеко отличается от картинки, пицца 800р не стоит, даже  за 200 было бы жалко отдать, пицца за баллы и то вид получше имеет.","Несоответствие фото, Дорого"
"сухое мясо абсолютно, горелая картошка. до этого заказывали все было прекрасно, доставка долгая.","Сухо, Горелое, Долгая доставка"
"суши безвкусные, а операторы доставки просто хамы","Невкусно, низкое качество обслуживания"
"Суши были вкусные, однако блины были СИЛЬНО ПЕРЕСОЛЕНЫ!!!!!",Пересолено
"Суши были отвратительные, мало того что их как будто пинали до самой квартиры, я не по нимаю что там за авакадо было, как будто дерево, очень жесткое","Невкусно, Жесткое, Плохая транспортировка"
"Суши и пицца редкостная дрянь , еще и за место полутора часов пришлось ждать 3 в понедельник","Задержка, Невкусно"
"Суши неплохие, а вот хуже пиццы мы еще не ели😀 колбаса «красная цена» нарезана смешным из кубиками. Огурцы с кучей уксуса тоже колхозные кубики. Как оливье на тесто высыпали. Соуса нет. Тесто нормальное.","Невкусно, Низкое качество продукции"
суши разваливаются питцца сырая,"Разваливается, сырое"
"Суши разваливаются, бонусные суши были малютками. Странный привкус риса, не очень приятный. Не понравилось.","Разваливается, маленькие порции, Невкусно"
"Суши рассыпаются, половина склеены","Разваливается, слипшееся"
"суши ужасные, съела одну штучку, уже тошнит, сплошной майонез, рыба воняет, на местах вообще похоже на плесень, прошу вернуть деньги, как можно вообще подобное продавать, да ок, цена маленькая, но продавать такое, это слишком","Невкусно, Плохой запах"
"Суши явно кислые,вкус отвратительно раньше было намного лучше а сейчас почти весь сет в мусор , к доставке вопросов нет","Кисло, Невкусно"
"Сырные палочки с брусничным соусом понравились. А пиццы нет, ощущение, что сыр свернулся на пиццах,тесто было вкусное, ну и как бы всё.",Низкое качество продукции
сыроватое тесто у пиццы было,Сырое
"так ничего и не привезли, сделали заказ в 23:00, не позвонили и не доставили",Не доставлен
такое чувства что рис вообще не заправочный очень  пресный,Пресно
"Такояки вообще не соответствуют, не такоякам не предоставленной картинке в меню, также могу сказать про пиццу цезарь не соответствует. и вообще все холодное.","Несоответсвие фото, Холодные блюда"
"темпурные роллы не понравились совсем, а в рыбе были найдены кости, что знатно подпортило впечатление","Невкусно, Инородный предмет в продукции"
"Тесто в обоих пиццах было сыровато. Прилипло по всей площади пиццы к бумаге. Морская пицца, это сплошное месиво с морепродуктами. Такой невкусной и непропеченной пиццы ещё не видел. Фотографии этих ""шедевров"" кулинарии есть, могу предоставить.","Сырое, Невкусно"
"Тесто очень отвратительное, жевать невозможно 
Доставили холодное все","Невкусно, Холодные блюда"
"тесто пиццы толстое, наполнение неравномерное, долго ждали доставку.","Мало начинки, Долгая доставка"
"Тесто сырое, сломали зуб Вишневой косточкой","Сырое, Инородный предмет в продукции"
"Только что инеем не покрылись. Привезли почти через 3 часа на какой-то грязной машине холодные роллы. Резиновый вкус темпуры, пережеванный рис-это не уровень ресторанной еды","Задержка, Холодные блюда"
"Том ям не вкусный
Ролл чукка несъедобный
Соевый соус сильно водянистый
Имбирь не первой свежести","Невкусно, Несвежие блюда"
"Том ям нормальный и вкусный , но порция небольшая 
Пицца и кальцоне к сожалению с сырым тестом , недопекли видимо , но начинка норм , не жалеют ее","Маленькие порции, сырое"
"Том ям хотелось бы самостоятельно регулировать остроту и кислоту, порция прям маленькая и не хватало кинзы. А вот салат с горячими баклажанами...я конечно понимаю, что он за баллы, НО не с ВОЛОСАМИ же его клиентам делать, 6 кусочков светлых волос по 2 см, были в салате...Единственный плюс - быстро доставили, ну и картофельные дольки были нормальные.","Маленькие порции, Инородный предмет в продукции"
"Том ям, ужас, роллы калифорния с креветкой, с зачюханой креветкой, аляска фри, вообще не пойми что, жареха с кучей непонятного соуса сверху, куриный бульон преснотня, ни соли, ни перца, пустой, вообщем ни одно блюдо не понравилось (( жаль, испорчен вечер, хотя роллы брали одни из дорогих","Невкусно, пресное, Мало начинки"
Третий раз не ложат в заказ порцию ролов за баллы. Через это приложение не рекомендуем,Не довезли
"Тут говорить нечего сильно, картинка с реальностью абсолютно не совпадает, вкус сладковатый во всех роллах. Рис однозначно переварен, Разваливается. На начинку однозначно поскупились. Читал предыдущие отзывы на гугл и на чибис, не поверил, а зря! Повар, вместе с директором, будто бы не понимают что надо что то менять. На пофиг , пусть люди давятся дальше. Я не понимаю такой подход. Ребят ну на самом деле, как можно делать так невкусно? Спасибо за испорченный вечер.","Несоответствие фото, переварено, разваливается, Мало начинки"
Тыквенный суп тыквой даже не пахнет. Еда не вкусная. Не советую.,"Невкусно, безвкусно"
У вас порции все меньше и меньше! А цены все больше!!! Больше ничего заказывать не буду !,"Маленькие порции, Дорого"
"Удивляет, конечно, такое количество хвалебных отзывов. Скорее всего, подставные… Итак, заказали набор роллов. Ребята, один рис. Ни рыбы толком, ни сыра Филадельфия! Быстро, курьер прекрасный, но роллы не рекомендую от слова ,,совсем,,. Это не роллы, а рис, который можно и дома сварить. 1 из 5. Хорошего вечера!",Мало начинки
удон был ужасен/ ужасный запах и совсем не как на фото/ как будто из супа вытащили лапшу вообще не вкусный а про в соусе я вообще молчу,"Невкусно, Плохой запах, Несоответствие фото"
"Удон просто пресный, про соль видимо повара вообще не слышали когда готовили, а соусом терияки чуть-чуть сверху сбрызнули для цвета лапши. Роллы с креветкой с отрывающимся нори. Пицца нормальная","Пресное, Мало соуса, Низкое качество продукции"
"Удон с морепродуктами кусочки рыбы были с чешуей или кость , чуть зуб не сломал пока ел, а остальное вкусно",Инородный предмет в продукции
"Удон с морепродуктами отвратительный, тухлый запах и вкус🤢
В роллах вообще нет начинки, один рис, даже творожного сыра (как заявлено) совсем не было","Невкусно, Неприятный запах, Мало начинки, Несоответсвие состава"
"Удон ужасный, одно масло, лапша переваренная. Роллы один вид вообще не положили, что за ужасный сервис!","Переварено, Не довезли, Невкусно"
"Ужас какой то…хлеб с майонезом и капелькой начинки.С пепперони вообще в шоке,куски колбасы толщиной с полсантиметра.Тесто как будто для пирожков.Такая себе бабулина пицца из того что завалялось в холодильнике","Мало начинки, Невкусно"
"Ужас, сначала 30 минут заказ был в обработке, потом столько же готовился. Благо хоть живу недалеко так привезли быстро. 
Шаурма сухая внутри, вообще не поджарили, нарезано все крупно. Из плюсов попросили не добавлять морковь, действительно не добавили.
Пицца в комбо наборе ужас, половина кусков пустые, начинка огромными кусками.
С суши ещё все более менее нормально, хотя были довольно пресноватые.
Ну и васаби с соевым ни о чем как и везде.","Долгая обработка заказа, пресно, Мало начинки"
"Ужас, у вас можно остаться голодным. В 18:30 сделала заказ, сказали ожидание около 1:50, но постараются побыстрее. В итоге заказ привезли в 21:13. Если у вас много заказов или большой поток гостей в зале, ну не принимайте вы доставки..",Задержка
"Ужас,ждали больше 3 часов,гренки отсырели,просто хлеб мягкий,во френч доге сосиска как будто вареная,не стоило наших ожиданий","Задержка, Сырое"
Ужасная доставка . Почти на час задержали . Больше заказывать здесь не будем и друзьям посоветуем,Задержка
"Ужасная доставка, привезли все холодное, шаурма уже вся расквасилась, курьер по центральному району пкредвтгался видимо пешком что от места изготовления до места заказа ехала 40 мин. Вечер испорчен","Холодные блюда, Проблемы при доставке"
"Ужасная доставка, я заказала номер 7 доставку задержали и еще колу забыли, все было плохо🤢🤮👎👎👎👎👎👎👎","Не довезли, задержка"
"Ужасная доставка, я не знаю, что могло быть хуже. Доставляют по 3.5 ч, в приложении не отмечают на какой стадии заказ. Писала в поддержку раз 5! Администратор сам не понимает что от него требуют🤔 

Заказывала 2 шаурмы, обе развалились, сухие на половину и были холодными , как так можно…  
Шашлык из свиной шеи был в какой-то панировке непонятной, отвратительно, невкусно!

Не советую здесь заказывать ( Хотелось бы вернуть средства за столь ужасную доставку и блюда!","Задержка, Разваливается, сухо, Холодные блюда"
"Ужасная доставка! Ооочеень долгая, привезли заказ спустя 4 ч, около 23ч, когда уже не ждали и легли спать, естественно пицца была холодная. Заказали в первый раз и последний.  Сервис на нуле. Позор!👎","Задержка, холодные блюда"
"Ужасная доставка!!! Я позвонила 18.00 попросила чтоб роллы доставили к 21.30 мне позвонила девушка: говорит доставка задержаться 10-15 мин, в итоге на целый час, роллы конечно вкусные но все разваливаются и маленькие, первый и последний раз заказываем.","Задержка, Разваливается"
"Ужасно долгая доставка , привезли позже на 50 минут, Разваливается , не советую.","Долгая доставка, задержка, Разваливается"
"Ужасно закручены роллы. Не доложено примерно 30% начинки. Пицца горелая снаружи, сырая внутри! Везли долго. Ладно хоть рис хорошо сварили.","Разваливается, Горелое, сырое, Долгая доставка"
"Ужасно не вкусно 
(((((((;(;(((((((((((;((;(;(((;((;",Невкусно
"Ужасно собраны чизбургер и чикенбургер! Вместо двойного чиза, обычный. Хотелось бы приложить фото, но нет функции! Очень жаль. В доставке ужасное отношение к отдаче позорных бургеров.",Не то привезли
"Ужасное обслуживание и Разваливается. Денег вернуть от них,это просто такой бой, разговаривала несколько раз и денег так и не вернули.Администратор предложила при следующем заказе подарок,спасибо конечно,но это ещё денег тратить свои и время.Никогда больше не закажу и вам не советую.","Низкий уровень обсуживания, Разваливается"
"Ужасное приготовление роллов! Еще и привезли не тот сет, что был в заказе!","Не то привезли, Низкое качество"
Ужасные много масла я такие еще не встречала первый раз заказала тут,Жирно
"ужасные на вкус, рис со вкусом гари,повару большой минус,были очень разочарованы","Горелое, Невкусно"
"Ужасные роллы, рис разваливается, ингредиенты не свежие, попробовали и выбросили","Разваливается, Несвежие блюда"
"ужасные роллы, рис разваренный, соли нет. с каким то привкусом вообще. выбросили","Переварено, Недосоленое"
ужасные роллы. просто выбросили их в помойку,Несвежие блюда
Ужасные роллы... Сыр был как крупицы но мы даже сроду не подумали что он испорчен... В итоге жуткое отравление!!! 🤢🤮 Больше брать в этой фирме не буду!!!!,Несвежие блюда
"Ужасные роллы(((
Долгая доставка","Невкусно, Долгая доставка"
"Ужасные ролы, рис разваливался , не положили палочки , никак не могли дозвонится чтобы добавится соус васаби и имбирь, доставка была супер долгая . Больше здесь заказывать не будем , просто ужасно","Разваливается, неполная комплектация, Долгая доставка"
"Ужасные хинкали, тесто и начинка безвкусные","Невкусно, безвкусно"
"Ужасный вкус, рис как каша, приборов и соусов нет. Рыба имеет странный запах и вкус. Желание заказывать повторно НЕТ.","Переварено, неполная комплектация, плохой запах"
"Ужасный заказ больше никогда не буду тут заказывать 
Готовить нормально научитесь, мой вечер был испорчен по вашей вине, пришлось выкинуть заказ кушать было просто не возможно","Низкое качество, Невкусно"
"Ужасный заказ, суши превратились в однородную массу похожую на какахи","Непрезентабельный вид, Плохая транспортировка"
"Ужасный ресторан, доставку ждали 2,5 часа, вместо заявленных 1,5
Роллы привезли просто крошечные и отвратительные 
На Филадельфии рыба резиновая, запеченные роллы были посто ледяные и ужасного вкуса 
Никогда в жизни больше не закажу","Задержка, Маленькие порции, Холодные блюда"
"ужасный ресторан,привезли все холодное с задержкой на час","Задержка, Холодные блюда"
"Ужасный сервис! Долгое ожидание, холодные роллы и пицца, не советую)"," Долгое ожидание, Холодные блюда"
"ужасный том ям, всё холодное, расходников нет","Невкусно, Холодные блюда, неполная комплектация"
"Ужасный шашлык в этот раз одни жилы и сало картошка тоже не очень слишком много масла было в ней ) в прошлый раз заказ был на 100 баллов но вчера видимо повар другой был 
Не понравилось вообще 
Раз через раз еда вкусная","Жирно, Невкусно"
"Уже в каторый раз отменяют, даже не обяъснив причин и не перезвонив. Зря ждали, только потеряли время...",Отмена заказа
уже не первый раз заказываем доставку . доставка длиться более двух часов и привозят холодную еду.  хотели вернуть заказ но трубку уже никто не брал. и на следующий день отказались делать возврат. не советую заказывать чтоб в будущем не разочароваться в холодной еде,"Долгая доставка, Холодные блюда, Низкий уровень обслуживания"
"Уже несколько раз заказываю и опять проблемы с доставкой. Изначально сказали 1.30-1.40, в итоге 2.10. Если бы предупредили о долгом ожидании, вопросов бы не было. 
Самое неприятное - состояние и внешний вид ""ролл за баллы "" понимаю, конечно, что бесплатно, но это не повод делать халявно. Больше заказывать у вас желания нет. Жаль нет возможности прикрепить фото...","Задержка, низкое качество обслуживания, Непрезентабельный внешний вид"
"Указала количество персон 6 человек. Привезли палочки на 2 человек. 
Соевый соус и васаби не положили.
Опоздали с доставкой.","Неполная комплектация, задержка"
"уровень приготовления роллов ниже среднего, но съедобно. пицца также где-то средне. но и цена соответствующая. доставка 2 часа.",Долгая доставка
"устрицы со вкусом болотной тины , есть невозможно",Невкусно
"Филадельфию как будто жопой крутили, а про приборы и упоминании о том, что они ПЛАТНО и не в комплекте ,я вообще молчу..","Неполная комплектация, Непрезентабельный внешний вид"
"Филадельфия горькая, рыба прозрачная, внутри розовый разрез. Получается грязным ножом нарезали?(
Имбирь и васаби старые, засохшие.
Роллы очень маленькие. Больше здесь заказывать не буду(((","Горько, Мало начинки"
"Филадельфия отвратительная,вот другого слова не подобрать. Рис сухой настолько,что ощущение как-будто его высушили перед приготовлением. Имбирь дополнительно не положили(хотя в заказе он был). Роллы разваливались все,срезы боковые не сделаны.
Пиццу ""Домашнюю"" испортили,хотя ребёнок ел только эту и только у них. Колбаса непонятно какая и непонятно как нарезана,а ведь это внешний вид блюда. В общем, огорчены очень! Вместо наслаждения , получили разочарование!","Низкое качество продукции, Не довезли"
"Филадельфия очень не вкусная, рыба пахнет ужасно. По этому и куски наверное такие большие. Роллы с курицей боле менее и то не смогли съесть, в пол с креветкой добавлена эта же красная рыба странного вкуса и запаха. Не рекомендую к заказу. Филадельфию выкинули 7шт из 8. От запеченных съели меньше половины.","Невкусно, плохой запах, Низкое качество продукции"
"Филадельфия раньше была вкуснее, бесвкусная стала",Безвкусно
"фмладельфия со вкусом мыла это раз, тонкий слой лососца как будто лазером это два, почему то во всех роллах сыр со вкусом плесени причем ядренный, что перебивает вкус других иноридиентов, зачем ? ответ один наверняка это скрыть несвежесть друоих ингридиентов. Ранее заказывали достаточно часто и были в восторге в жтот раз просто мусор который пришлось выкинуть, если админам интересно могу скинуть фото что приехало.  очень жаль что испортились были одними из лучших, редко пишу отзывы но 2к просто в мусорку.","Несвежие блюда, Мало начинки"
"Фото соуса и соус который привезли разные,на фото Heinz,привезли Асторию и 80 руб отдала за что,выставляйте реальное фото того что присылаете!","Несоответствие фото, Не то привезли"
"Халявные 3 бургера норм, но комплексный обед не очень вкусный. 


Специально смяли бутылку, чтоб залить меньше напитка 🥲

При чем другу так не сделали.","Невкусно, Мятое"
"Хинкали были как-будто не первой свежести, мясо на вкус и запах не очень. Кроме этого в описании свино-говяжьих хинкалей было указано 5 шт, а привезли 3 шт. Хачапури на троечку. Хашмала вкусная.","Несвежие блюда, плохой запах, Не довезли, Низкое качество продукции"
"Хлеб забыли положить, бита не вкусная ни я ни кто в семье это есть не стал (на любителя)! Доставка не подвела и курьер вежливый","Не довезли, Невкусно"
"Холодные, пришли названные как каша",Холодные блюда
Хотя бы объясняйте причину отказа..,Отмена заказа
"Хочется поделиться своим впечатление по поводу курьера, который не знает что такое терпение. Я как клиент попросил его подождать буквально 5-7 минут потому что идти до проходной не маленькое расстояние, так данный персонаж названивал мне на протяжении всего моего пути торопя меня , цитата - ""Можно побыстрее, можно побыстрее?"" Просто, я не понимаю как такие люди вообще работают в сфере обслуживания, сплошное разочарование.",Низкое качество обслуживания
Хочу вернуть заказ свяжитесь со мной это я есть не буду до вас не дозвониться !!!,"Нет обратной связи, Низкое качество обслуживания"
"Худшая пицца  за последнее время что я ел. Я конечно не азиат, но любая пицца на вокзале повкуснее будет! Пицца сухая , края закручены и по жёсткости похожа на сухарь. Сам вкус пиццы как отработанное масло от фастфуда. Хотел подешевле и за бонус взять пиццу и пожалел! Лучше берите в другом ресте!","Сухо, Невкусно"
худшая трата денег на этой платформе,Низкое качество обслуживания
"Худшая шаурма которую я ел, при всем этом привезли уже все было холодное","Невкусно, Холодные блюда"
"Худший том ям из которые пробовал…из морепродуктов лишь только непонятные обрезки кальмара и все, ни одной креветки и тд…рис прям склееный и без добавления лайма, порция прям очень маленькая…по факту похлебал один бульон за 500р ((( пицца тоже не особо понравилась, тесто очень толстое, толще чем начинка. 
Роллы вкусные.","Несоответствие состава, Маленькие порции"
"Цезарь был норм, роллы не понравились вообще, сет на любителя",Невкусно
"цена и качество не соответствуют,пицца вообще была сырая,",Сырое
"цена на сувлаки завышена,лучше шавуху взять",Дорого
"Цена обычная, а вот вкус, если честно не понравился, постоянно заказываю разные доставки. Не ужасный, но явно ниже среднего. Не знаю есть ли в этом приложении что то лучше, но нам не зашло",Невкусно
"часто делали заказы в этом ресторане,вроде всё норм.,поэтомузаказывали практически стабильно одни и те же блюда здесь.Да порции небольшие в этом ресторане.Но сегодня получили свой заказ и да ...шок..Тохян с курицей заказывали постоянно,сегодня привезли пол порции...🤷это теперь норма?Как будто положили остатки ...жирнее чем обычно...Не стали заморачиваться с приготовлением...и так сойдёт...""СПАСИБО""👎Желания нет больше что либо здесь заказывать...","Маленькие порции, низкое качество продукции"
"часто заказываем у данной компании. жена очень любит сладкий рол с киви. в этот раз взяли сразу 2 порции только сладких, вы бы видели тонюсенький слой киви. пожалели. вкус ни о чем, сильно разочаровались и остались недовольны. раньше было лучше, ещё.  на них цену подняли (а качество упало). больше не будем заказывать сладкий рол. В целом остальные ролы более-менее но раньше было лучше....","низкое качество продукции, Невкусно"
"Часто заказывали здесь, нареканий ни когда не было, но сегодня столкнулись с крайне не приятной ситуацией, сказали привезут заказ в течении часа, уточнила у них часа или полутора, сказала точно около часа, в итоге прошло 1.43 я перезвонила им узнать когда уже наша доставка приедет, женщина просила подождать и сообщила что через 5 минут буквально заказ будет у нас и извинилась за задержку, ждали ещё 35 минут и только курьер приехал, он ни о чем не в курсе, говорит ему даже ни кто не звонил по нашему заказу, работает один. Хотела ещё раз позвонить в ресторан, но там сбрасывают трубку или не берут. Не приятно то, что заранее не предупреждают о своих запарах, сказали бы сразу честно, народу много и не успевают, вопросов не было бы ни каких, все всё понимают, а такое отношение к клиентам вызывает крайне негативные чувства к этому заведению.","Задержка, Низкое качество обслуживания"
