текст,категория
"заказывала чизкейк за 150₽, в итоге в заказе его не оказалось",не спам
"Очень долго ждали,когда привезут заказ.В итоге привезли часть заказа вообще.Про напитки забыли.
Роллы кушали уже холодными.Больше здесь не закажем",не спам
"Ужас. Везли два часа. Курьер просила скинуть геолокацию. По итогу потерялась. И сама отменила заказ. Сославшись, что это сделал я. Обратной связи нет. Поддержка дозвонится не до кого не может. По итогу. Сказали ждите. Завтра с вами свяжемся и будем возвращать деньги. Ужас.",не спам
"доставка отвратная !!!!18:26 ,оформлен заказ, времям21:05, до сих пор нет 😁",не спам
"доставили не то, что заказывали",не спам
"Заказал доставку еды, только потому, что не было времени готовить. Заказал, в Суши Бум и по скольку раньше так же заказывал еду, знаю что привозят быстро. Заказ везли примерно два часа если не больше, за это время можно от голода с ума сойти. Указал, что нужны приборы, в итоге один прибор, хотя был заказан сет, но это ладно. 3 соевых соуса, 2 имбиря, 2 васаби, хотя бы здесь могли все в одинаковых пропорциях положить. Ну и конечно же на сет, нужно положить только две салфетки.",не спам
очень долгая доставка не рекомендую но или заказывать по раньше примерно на 2 часа,не спам
"Заказ до нас так и не доехал, заказали в 21:38 нам сказали что им поступил заказ когда они закрылись, хотя на сайте написано что работают до 23:00, а сами написали что доставлен.",не спам
"доставка задержалась на час, ресторан даже не связался с нами, чтобы предупредить
пицца холодная и половина максимально поджарена, за счет этого сухая
роллы теплые, что странно, но панировка размякла и уже совсем не то 🤔
если не справляетесь с наплывом, не берите столько заказов 😭",не спам
"Заказ сделал в 15:30 , доставили только в 18:00,очень долгая доставка....пицца и шаурма приехали в холодном в виде. Шаурма вообще была похожа на вегатерианскую, очень мало мяса. Пицца нормальная, но остывшая.",не спам
"заказ задержали на 45 минут - неприятно. не предупредили о задержке, никакого комплииента не добавили в заказ, не извинились. салат Цезарь и стрипсы по вкусу неплохие, шаурма не понравилась по вкусовым качествам к сожалению.",не спам
"Заказ задержался, курьер закрыл заказ в системе (доставил) за 35 минут до того, как я его получил. Еда была очень холодной и мягкой. Еда была очень холодной. А шаурма была уничтожена",не спам
"К сожалению сложилось негативное впечатление после ситуации когда уже прошло 2 часа , вроде уже роллы должны приехать, но нет они звонят и говорят что оказывается доставка платная(в приложении бесплатная) , проходит ещё пол часа надеешься все приехали роллы( стояла оплата по карте), но нет они звонят и спрашивают можно ли переводом.К самим продам вопросов нет ,хорошие",не спам
"С доставкой служба поддержки не может связаться никак, время доставки увеличивают, не уведомляя клиента.. Ужасный сервис..... Не рекомендую.Заказ так и не дождался!",не спам
"Доставку ждал 2 часа вместо 1,5 часов сказанных оператором, пицца приехала теплой ок, больше ничего хорошего про пиццу сказать нечего, бургер холодный разваливающийся котлета высохшая как и сам бургер, цезарь с креветками просто пз.ц, креветки пережаренные, салат не первой свежести, высохший сыр прилипший к салату в одном месте, тяхан с креветками, переваренный пресный рис. Больше здесь заказывать не буду",не спам
"В приложении есть кнопка «оплата картой курьеру» по факту этой функции в завершении нет! Требуют проводить оплату только через мобильный банк, оплатить курьеру наличными тоже возможности нет.",не спам
"Всё вкусно, но почему все пиццы посыпают свежим укропом по умолчанию? В меню не заявлен укроп, просто из интереса попробуйте пиццу ""4 сыра"" с укропом...Мягко скажем, он явно лишний...",не спам
Не привезли картошку фри за баллы,не спам
"Начинки в том яме очень мало. Три кусочка курицы в курином и три креветочки и мидий в с морепродуктами. Не пишут граммы. Вообще не острый. Просто кисловатый.
Пивной сет - вкусный.",не спам
Ждали пять с половиной часов,не спам
"нет слов одни эмоции😬 ждать еду 2 часа с полкой это конечно не айс, особенно после тяжёлого рабочего дня и очень голодным 🙄",не спам
"здравствуйте)
впервые заказали попробовать , очень хотели попробовать)
в итоге, не очень понравилось) ((
горячие роллы были уже не горячие ..
есть компании где доставка сразу по факту заказа , могут и через 3о минут привезти , после звонка .. тут ждали 1.5 часа ..
по вкусу ничего особенного ( думала будет вау .. ну и цена очень высокая .. благо есть хоть сотрудничество С Чиббис, и можно +1 блюдо заказать бесплатно ))",не спам
"Начнем с того, что ждала заказ 2,5ч, все холодное. Роллы пресные. В одном ролле была консервированная рыба, вроде, тунец. Это шок. Экономия что ли... в обшем, похоже, это последний заказ здесь",не спам
3 часа ждал доставку чтоб привезли холодную шляпу какую то,не спам
"заказали суринный суп за баллы, баллы списали, суп не доставили.",не спам
"всё здорово!но!!!есть огромное и разочарующее НО..веса не хватает на целую порцию .заказывали 1260гр ,на минуточку (1089р)без акций и промокодов был сэт.по факту все в наборе но веса 300гр не хватает🫣жаль..а так всё хорошо начиналось..",не спам
"все как всегда вкусно и красиво, но сегодня очень расстроили, многое перепутали, вместо имбиря привезли ненужное нам васаби, вместо терияки хот привезли жареный с тунцом, привезли компот который не заказывали,  я не знаю как можно было настолько многое напутать,  надеюсь будете внимательнее в следующий раз.",не спам
"Доставили бустро,но почему то блюдо за баллы нет.",не спам
"за доставку взяли 250 рублей, неприятно,якобы этот район не входит в круг доставки,вопрос,почему это кафе выходит в списке бесплатной доставки,если адрес изначально указан?",не спам
"Забыли приложить, палочки, вассаби, имбирь и соевый соус, в итоге ел я шарики рисовые вилкой без соевого соуса",не спам
"не доложили сырный соус, в остальном нормально",не спам
Нельзя было оформить доставку,не спам
из всего заказа норм только пицца и нагетсы шаурма отвратная выкинул курьер опоздал на 40 мин,не спам
"При заказе в приложении указывается бесплатная доставка, но перезвонил оператор и сообщил что бесплатно будет только от 1500 и нужно до заказать ещё или оплатить доставку. 
Ну и время доставки оставляет желать лучшего. В субботу в обед доставка была 2 часа",не спам
"Суши привезли с опозданием на 20 минут. На вкус не очень, заветренные и холодные. Про васаби вообще молчу, пакость редкостная. Имбирь сухой",не спам
"Заказ не доставлен! Сделала заказ, но в итоге ничего не привезли.",не спам
Приехал курьер с нерабочим терминалом пришлось оплатить наличкой сдачи ровно у него не было в итоге заказ обошёлся на 200 р дороже,не спам
не привезли суп куриный за баллы.Хотя в чеке он присутствует,не спам
"Ну вот не понимаю, как можно картошку доставлять в стаканчиках из под кофе без крышки...разумеется была холодная.
Не положили картошку за баллы, было всего 2 порции, а не 3, как заказывали.

Сувлаки и шаурма в целом вкусные, но опять же все холодное и остывшее, пришлось греть.",не спам
"фото не соответствует действительности. Роллы не сформированы, разваливаются, палочками взять невозможно. В Филадельфии лайт отсутствует авокадо. По сути в роллах один рис. В описании указано, что соус спайси на каждом ролле, а по факту полосочка соуса на одном виде роллов .Едим один пресный рис!!!",не спам
"Всегда заказывали у вас, а теперь минус 1 клиент по заказам. Ужасно долгая доставка, по приложению 70 минут, по телефону 2 часа, а по факту больше двух часов! Привезли все холодное, естественно уже не вкусное.",не спам
"Доставка задержалась, привезли всё холодное, рис распределен не ровно, тесто в пицце сырое, на запеченных роллах верхушку налили сверху на все вместе, а не по отдельности, икра втерта в рис, а не посыпана сверху. Все разваливаются.Как поросят накормили",не спам
"Хотелось бы отметить, что доставка заказа была осуществлена с задержкой в 2 часа, что является недопустимым. Кроме того, блюда были доставлены в холодном виде и не соответствовали заявленному качеству. В частности, в одном из наборов запеченных роллов вместо копчёной курицы, был обнаружен имбирь, что свидетельствует о недобросовестном отношении к клиентам.",не спам
Очень Очень долго ждали заказ. Время ожидания доставки 3 часа! Пицца холодная.,не спам
"Привезли с опозданием ,все холодное",не спам
Пообещали доставку в течении двух часов. Прошло уже 2-40. Так и нет никого.,не спам
"Хуже некуда‼️‼️‼️ НИКОГДА не заказывайте здесь‼️‼️‼️ трубку не берут, заказ привезли на час позже…но это не беда…..а вот качество…..такого я ещё не видела….блюда отвратительные, из порций только половина (может по дороге кто съел) НО….в коробке с пиццей был ТАРАКАН🤢 всё ушло в помойку‼️‼️‼️",не спам
"ужасное обслуживание, пицца холодная... суши холодные..ждала 4 часа заказ.сотрудники очень не вежливые!",не спам
"ждем уже4-й час никогда здесь не заказывайте трубку они не берут,вечер испорчен,пиздец 🤬",не спам
"задержали заказ, ждали больше двух часов, пока ждали заведение в котором были закрылось, пришлось ждать на улице в позднее время, не могли уехать домой из-за этого, по итогу пока дождались роллы, они уже были холодные и не вкусные, такси до дома стало по бешенной цене, и единственное что они смогли ответить, это промокод со скидкой 15%, аж смешно, последний раз у них что-то покупаю.",не спам
8.50 -10.24 перебор. очень долго.,не спам
"Пиццу делать не умеют)
Перепутали роллы!",не спам
"Везли 2 с лишним часа, причем , когда я почитав отзывы попросила отменить заказ, так как подозрительно не было времени доставки  - сказали, что все готово, через 20 минут будет. Зачем это делать не понятно. Ещё через полтора часа привезли. Еда приемлемая. Но расстроило не столько ожидание, сколько обман",не спам
доставка длилась 2.5 часа. Сервис отвратительный!,не спам
заказал в 18:40 привезли в 21:30 вы чё угараете!!!,не спам
не положили соевый соус и имбирь и васаби,не спам
"Сделал заказ, в 20:25. Через минут 50 звонил, сбрасывают звонок. Пишу в 03:02, заказ до сих пор в обработке",не спам
"Заказали салат с лососем, привезли салат без рыбы. Поддержка вопрос не решила.",не спам
"Пицца приехала через 2 часа после заказа. Брал большую пиццу+ пиццу за баллы. Пиццы холодные, будто их 2 часа назад и приготовили, а потом курьер набирал заказы и набрав определенное количество поехал развозить. Начинка бедная, в основном тесто и соус. Разочарование постигло меня в этот вечер, надеюсь что качество у вас улучшится, но я об этих изменениях не узнаю, ибо больше тут заказывать нет никакого желания",не спам
"Невозможно дозвониться и дописаться в поддержку,так как заказ очень долго везли и статус заказа не обновлялся",не спам
"Доставка была больше 2 часов, пицца холодная и мятая.",не спам
"заказывали удон, пришла обычная пшеничная лапша",не спам
"Роллы кривые все, вкус не свежих продуктов, еще и положили не те роллы, которые заказали",не спам
"заказывал 2 морса , а привезли один и ещё не положили приборы",не спам
"в заказе волосы,в роллах обрезки, все зафиксировано на фото. Асинисратор сказал,что курьер у дома (с опозданием ), в итоге доставили заказ через 30 минут, администратор хамит",не спам
"ужасная доставка, опоздали больше чем на 20 минут. роллы тоже не вкусные, маленькие, всё рассыпаются. больше тут заказывать не будем",не спам
"доставка 2 часа! и шашлык вообще ни о чем, сухой, также не положили лук, который есть в составе блюда, сплошные минусы, не советую тут заказывать",не спам
"сделали заказ в 15:20, сказали в течение 1,5 часа привезут, до сих пор ждём, время 17:31",не спам
"Просто кошмар,во первых ждала заказ больше трёх часов,вместо обещаных полутора двух,во вторых шаурма отвратительная,заказала сырную с курицей в итоге не курицы не что либо похожего на сыр, зато полкило лаваша и овощей,не в жизни больше не закажу здесь",не спам
"Доставка 2 с половиной часа. Сэт за деньги 👌🏼, а Сэт за баллы 🤏🏻. Жалко фотку не загрузить 😄
Поели, и слава Богу! Спасибо!",не спам
очень долгое ожидание доставки 3часа. заказал 2 разных вока с соусом спайси и чесночный. по факту оба вока в каком то сливочном соусе. засыпано большим количеством зелени которой не указано в составе. вкуса совсем нет.,не спам
"Впервые такое вижу, сделал заказ, мне перезванивают уточняют, принимают заказ, через 2 часа звоню мне говорят заказа нет, не знаю мол кто его принял, и т.п
Мы что в Москве чтоли???
Смысл мы ждем столько, а там работают такие работники, которые столь дерзко общаются
Прошу принять меры, или я буду применять меры)) связи в ресторанах и доставках очень серьезные)
Жду обратной связи!!",не спам
"ожидание 3 часа в субботу, картофель не фри, а как будто отварили, бургеры превращены в кашу, булки растекаются, морс протек, крылья просто не зашли, все это в разы лучше и в куснее в Амигосе.",не спам
"жду заказ уже 3 часа, хотя заявлено было, что в течении 2х часов курьер будет на месте",не спам
Заказ так и не доставили. Ждали два часа. На звонки ресторан предпочел не отвечать.,не спам
"Добрый вечер, если так можно назвать 
Вечер испорчен! 
Роллы ждали два часа,привезли холодными!!!
Гунканы, как будто кого то вырвало!!! В таком виде привозить заказ, это ужас!!!!!!
Заказ был оформлен в 17.12, привезли в 19.20
При том, что заказ выбит в 18.13 
Не рекомендую данное заведение, такое уже не в первый раз!
Ситуацию никак решить не могут, сервис, тоже такое себе 👎",не спам
"Привезли половину заказа. Менеджер позвонила, извинилась, обещали все доставить через два часа. Ничего не привезли, трубку больше не брали. Итог: деньги оплатили за полный заказ, а привезли половину от заказанного. Ужас.",не спам
"мало того что привезли гораздо позже назначенного времени, заказ делала в начале пятого , к 19.00 должны были привезти. привезли в20.20. Указали 4 прибора , привезли 2. Заказали доп соевый соус 4шт , не положили. Роллы отвратительные, начинки почти нет. Раньше заказывала только тут, теперь больше не буду заказывать. Вечер испорчен, СПАСИБО",не спам
"сделали заказ в 11:35 сказали ожидать 1 час 20-30 минут. через два часа никто трубку не брал в итоге доставили в 13:45, так как нужно было уехать качество блюд я смогла оценить только вечером, сомнительная карбонара с фетучини и жаренным луком без соли и перца улетела в мусор, ну а коллега, который все же смог вкусить прекрасные роллы ещё тёплыми сегодня не вышел на работу из-за пищевого отравления. в прошлый раз вы уже пытались извиняться и присылать свои промокоды, больше не стоит мне звонить и отнимать моё время. если у вас осталась капля совести верните деньги за оба заказа, карта привязана к номеру телефона.",не спам
"Холодные суши к доставке, но в сохранности, вежливость на уровне, доставка 3 часа..",не спам
Опоздали. Заказ ждала два с половиной часа (обещали в течении двух часов привезти). Пицца теплая и соленая….,не спам
"Ужас привезли шаурму без заявленных ингредиентов в меню ,сухая не вкусная ,без моркови ,вообщем полный ужас,и плохой выходной .Не шаурма а настоящая отрава для людей! Не то что кушать даже понюхать противно ! Написано одно  а по факту  ,самый плохой выбор на выходной день !Дети расстроены .и время на смарку с выходным днём !",не спам
"в ""суши Гуд"" заказали 3 пиццы, в итоге заказ так и не получили, только зря потеряли время почти 1,5 часа, заказ пришлось отменить после долгого ожидания, самое главное, что курьер отметил в приложении, то что заказ давно доставлен.",не спам
"Низкий уровень сервиса. Очень долгая доставка. Заявленые к доставке суши на 20.00 приехали по итогу в 21.30. Обьяснили загруженностью. Но по-моему это уже перебор. Мы звонили менеджеру ресторана столько раз, что в определенный момент она просто не брала трубку с номера, пришлось звонить с другого телефона. Нельзя так относиться к покупателям. Суши на 3",не спам
"Плохая доставка, один контейнер был полностью перевернут и суши превратились в месиво. Вкус на 3, сыр Филадельфия в начинке имеет непонятный привкус порошка или муки чтоли, как будто он плохого качества. Заказывал до этого 2 раза в этой доставке, было все на 4. Но сейчас же я вам советую выбрать другое место, и не ведитесь на халявный сет за баллы). А за перевёрнутые суши Чиббис вам вернут 2000 баллов, которые нафиг не нужны. Всем добра😘",не спам
"в этот раз расстроили. Очень большой кусок авокадо, жёсткий очень к тому же. 
соус в тот раз был, в этот раз не было. 
и доставка. зачем писать- примерно час, если по факту 2,5 часа? 
ну напишите как есть, а то оплатили и ждём, пишем в поддержку. 
знали бы, что долго, так не стали бы заказывать..",не спам
"Заказ сделал в 19.40, оплатил онлайн, примерная доставка должна быть в 21.14 ( скриншот есть если что), я понимаю что она примерная, но не настолько же, в 21.40 связывался в поддержкой, сказали что связались с кафе и курьер скоро доставит, в итоге привезли заказ только в 22.20, конечно же было все холодное!!!! Так что, когда будете заказывать в этом заведении рассчитывайте по времени!!!",не спам
"свежесть продуктов не понравилась, имбирь и вовсе испорченный оказался, чизкейк вместо классического положили шоколадный.",не спам
очень долгая доставка  более 3х часов,не спам
"Пришли гости, заказали  в 19:30 еду, время ожидание было 90мин, но так нам её и не привезли. Это конечно вообще, нет слов...",не спам
"недоложили картошку по-деревенски,доставку ждали 2 часа,когда позвонила,сказали ""заявка только сейчас пришла"",а прошел час с оформления заказа.",не спам
"заявленное ожидание 1 час,прождали в итоге 2.5 часа,проблем нет,укажите актуальное время ожидания!суши приехали все помятые и развалившиеся.",не спам
вместо пармезана привезли сырный соус,не спам
"Самолёт-суши гуд.
Решил попробовать продукцию от Самолёт, а по факту получил суши гуд. Время доставки 2часа(пятница, понимаю).
Сами суши не понравились,  один рис и майонез.",не спам
Опоздали на час ! Все холодное !,не спам
"Заказ везли 3 часа)))))
Претензий ко вкусу нет, кроме хот-дога, он был пережаренный",не спам
Очень разочаровала доставка! 3 часа!! Оно потом уже и не надо по сути.,не спам
"Прошло уже больше двух часов, заказ до сих пор не доставлен.",не спам
не превезли позицию из заказа,не спам
"доставку не доставили, ужасное обслуживание.",не спам
"ждали заказ с 16:22 до 18:50. обещали к 18:30 привезти. курьер до квартиры не поднялся, пришлось спускаться вниз. на вкус нормально, на вид не очень все разных размеров, очень неровно и не аккуратно. не рекомендую заказывать, есть вкуснее и намного лучше чем тут.",не спам
Херня ваша доставка!!!!заказали одно.привезли другое!!!!еще и спорят!!!,не спам
"Очень долгая доставка , курьер приехал после двух часов ожидания заказа , а по телефону сказали максимум 1:30",не спам
"если вы хотите поесть через 2.5 часа холодную еду-вам однозначно сюда. кошмааар! 
однозначно не рекомендую!!!

добавлю отзыв: после предыдущих слов позвонила женщина из чайхоны и хамским тоном выясняла почему я такой отзыв оставила! убираю все звезды и за ""вежливость""",не спам
"Вместо набора Филадельфии привезли Калифорнию 
В Сете «Элитный» вместо Филадельфии классика привезли Филадельфию Лайт, рыба на Филадельфии бледная
Заказ за баллы не привезли
Мы остались голодными",не спам
"Готовьтесь к ожиданию в субботу 4 часа 
Без скидок и бонусов, без извинений 
Еда вкусная, но ожидание…",не спам
"Везли больше 4 часов,все понимаю,но сказали привезут заказ один из первых,в итоге ждали еще час:(",не спам
"Ужасно... заказывали в первый раз и последний раз. олучили полное разочарование. доставка 3.45 ! очень долго, ждать уже не хотелось. но заказ был оплачен. думали что может быть хоть суши будут вкусные, но тоже разочарование. без вкусно вообще.",не спам
"пицца на вкус как резина, доставка 1.5 часа, так ещё опоздали на 25 минут, от поддержки помощи не ждите",не спам
не привезли  пиццу за бонусы,не спам
"Очень долгая доставка. Через мобильное приложение не работает, приходится заказ делать по телефону.",не спам
"заказ ждали 3 час. после звонка сказали, что доставщик один.",не спам
"Было вкусно, но не доложили подарочный ролл😞
Просили звонить на указанный номер,так как нет домофона,но это во внимание не взял ни оператор ни курьер",не спам
Нет приборов васаби и соевого соуса в комплее,не спам
В пивной тарелке не было колец кальмара.,не спам
"Заказ не был доставлен. Прождала полтора часа после назначенного времени, потом пыталась долго достучаться до службы поддержки, дозвониться до ресторана. Про мой щаказ попросту забыли, а он был оплачен онлайн. Кое-как удалось отменить заказ. Теперь буду ждать свох денег дней 5. Никогда не буду больше оплачивать заказы заранее. Хорошо, что от этого заказа не зависели стол и люди",не спам
"Ожидание заказа  2 часа 15 минут
Вместо тёплого ролла с креветкой и лососем я получила ролл с копчёной курицей....",не спам
"Забыли положить морс, этот факт очень разочаровал!",не спам
"Привезли все холодное,да еще и на 40 минут опоздали с доставкой",не спам
"ждал 5 часов, так и не пришли",не спам
"Первый раз делала заказ в данном кафе. Впечатление, к сожалению, осталось неприятным. В приложении указана минимальная сумма заказа 2200, после оплаты мне звонит девушка и говорит, что поедут только от 3000, говорит, что вернут деньги и я их СРАЗУ получу. Я выразила недовольство ситуацией, она перезвонила и сказала, что всё-таки отправят. Заказ был сделан в 20:33, привезли его 22:49.
По комплектности: в составе блюда куриные сердечки был заявлен лаваш, его решили не класть, также как и соус сальса к говяжьим колбаскам и к бараньему рулету...",не спам
"От создания заказа и его получения прошло 3 часа. Пытались созвонится никто не отвечал, в приложении нажимал «связаться со мной» никто не перезванивал. Том ям с морепродуктами и курицей был не соленый, риса было маленькая чеплашка под соусы. Роллы с креветками были пресными и сухими. В блюде тальята из говядины мясо отдавала кислым. Салат с тунцом(лососем) цена необоснованно завышена, соус странный который полностью перекрывал вкус рыбы. В салате из авокадо, салатный микс был не помыт, авокадо слишком переспелый. В коцудоне азиатская лапша переваренная. В пицце было полу сырое тесто. В курином супе так же была переваренная лапша. В крылышках были частично не ощипанные перья. Все очень дорого и не стоит того. Полное разочарование, никому не советую. После обеда у 3/5 человек ухудшилось самочувствие: тошнота и тяжесть в желудке.",не спам
"привезли не то,что заказывали 
рыба испорченная,никто не стал есть",не спам
Деньги не вернули больше не буду заказывать,не спам
опоздали. в цезаре одни листья. оливье вообще забыли положить.,не спам
"роллы ооочень маленькие, заказ везли намного дольше, чем обещали (где-то 2.5 часа)
конечно, все приехало уже холодное (
на вкус норм, но заказывать здесь больше не буду",не спам
"Заказала сет роллов и пиццу. Привезли немного с задержкой. Роллы отвратительные, все разваливались. Один рис, в прямом смысле. Данный сет заказывала второй раз, в первый раз привезли обалденно вкусный, а в этот раз слов нет. Пицца также одно сухое тесто, от понятия пицца далеко. Больше заказывать сдесь ничего не буду.",не спам
В заказе шла кола с птицей пишу привезли а колу нет,не спам
"Очень разочаровали, до этого заказа было без проблем. Не привезли за баллы суши, в заказе они есть в чеке нет, не понятно куда они делись, может по дороге съели. Нужно предупреждать если их нет в наличии.",не спам
"первый раз такое ужасное качество..суши просто все разваливаются ,про доставку я вообще промолчу 4 часа",не спам
"роллы везли 3 ЧАСА,при этом сам ресторан трубки не брал хотя рабочий день у них на тот момент ещё не закончился,роллы приехали еле теплые, сами они вкусные,но впечатление испорчено полностью,больше не буду у них ничего заказывать",не спам
"Привезли не весь заказ! Обещали довезти позже. Но никто не приехал, деньги тоже не вернули! Отвратительно!!!",не спам
Заказ не пришел ни звонков ничего не было при попытке самому позвонить уже было поздно т.к ресторан закрыт,не спам
"прошло 2 часа, заказ так и не доставлен",не спам
"1. доставка почти 4 часа, это полный...
2. привезли откровенную помойку.
3. служба поддержки самого ресторана ни о чем, решить вопрос, с рагументом ввиде фото что мне привезли не смогли.
Если не хотите испортить себе вечер не заказывайте тут роллы.",не спам
не привезли заказ деньги взяли сказали то что самовывоз Короче ничего мне не привезли Я голодный и без денег что мне получается завтра к ним звонить я хочу сейчас,не спам
"Ждали заказ почти 2 часа. Бургеры на фото и в жизни сильно отличаются. По вкусу в целом ничего,но не понравилось,что в чикенбургере котлета на фото из фарша, а в бургере в панировке, как большой наггетс. Картошка фри по вкусу будто полежавшая. Цена приемлемая,но даже за эту цену ожидали большего",не спам
"Оооочень долго ждать доставку, по времени 2 часа, ужас, роллы вкусные",не спам
"опоздали по времени , еда холодная",не спам
Привезли не то блюдо. Рис с морепродуктами был заменен на рис с курицей,не спам
"В запечённых была одна и та же рыба, не понятно, какая! Хотя заявлены были лосось, окунь и тунец! По вкусу рыба была как будто сырая... Отвратительно!",не спам
"такого отвратительного сервиса ещё не было. 
Везли заказ 2,5 часа, перепутали ланч с совершенно другим контейнером, еда вся холодная, где возили заказ эти 2,5 часа-неизвестно. 
Однозначно, что больше никогда не буду заказывать в этом месте!",не спам
"Заказ везли больше 2,5 часов! На звонки ресторан не отвечал, на связь не выходил. Рис раз варенный, рыба не соленая, словно переморожена много раз, не свежая( 
Очень грустно, зря только ждали",не спам
